Video Title,Author_Name,Like_Count,Comment
Psyco M - Plume,@hurleycato8034,0,أسطورة والله
Psyco M - Plume,@yinyang8997,1,ترجمتي كل وجيعة فينا وبالعينها اختك تبسيةkeep gowing💪💪
Psyco M - Plume,@momoflam8176,1,ما تنساش إلي هوا يحكي عليك
Psyco M - Plume,@rabiiseddiki9276,0,كلام لزمان و المكان بسيكو ام مثل ابن خلدون لا يعرفون قيمته الى بعد سنين طويلة....مطلق لا ينتظر وجود..يظهر و يتبخر في عالم اللاوجود لأن العالم تفه ويصعب عليه كلامك..كلامك ينتظر وعد الله بتغيير.لأن هذا الوقت امتص كل القيم
Psyco M - Plume,@zouabiaziz5433,0,You number one 💔💔🎼🎼🎼💖
Psyco M - Plume,@brayeknabil3135,1,هذا من اصعب الراب وموش الي يجي يغني هكا خاتر مافيهوش رفران وكلام في الرزين ومايتعاودش اما الراب الي يغنيو فيه توا رفران خفيف خاتر يحبو يدخلو لفلوس اما هذا هو اصل الراب يحكي على الواقع برافو ااااااااااااا
Psyco M - Plume,@brayeknabil3135,1,راب بسيكو ام دروس والله عكس في هالبلاد لاخر قلو العبي
Psyco M - Plume,@mouhcinwolf8219,2,الله يجزيك بخير خويا لبسيكو بين لهاد الجيل الجامح الدي لا يفقه شيئ طبعا بالستناء القليل منهم  اما بعد خويا برافو عليك كتبهرني خويا ديما راب من احسن ماسمعة من بعد لطفي dk حقيقتا انت هوا فيلسوف هاد العصر
Psyco M - Plume,@medsalah6733,0,زك ام تونس كهو😂
Psyco M - Plume,@user-me9pw4de7p,3,من الجزائر 2019 كلامك صوابك
Psyco M - Plume,@hatemsalmi6814,0,22-Nov-19
Psyco M - Plume,@azouzihoussem1863,3,22 novembre 🔥🔥<br>لي نحس فيه تعبر عليه plume🖤🖤🖤
Psyco M - Plume,@wajdibelhaj9889,0,❤️❤️
Psyco M - Plume,@yaminosyt9574,1,21 نوفمبر 2019 شكون مزال يسمع في الأسطورة❤💪
Psyco M - Plume,@ebrahimchaibi,1,21 نوفمبر 2019 شكون مزال يسمع
Psyco M - Plume,@salimhdhiri6378,0,20/11/2019 ❤💪
Psyco M - Plume,@moussamanssouri5202,1,20. نوفمبر . 2019
Psyco M - Plume,@moomenjebali4953,0,Il est libre wiou ❤️
Psyco M - Plume,@mohamedmeherzi647,0,أعز rabeur عربي والله bravo
Psyco M - Plume,@mohamedmeherzi647,1,20 نوفمبر شكون قاعد هايم مع لغناية
Psyco M - Plume,@dhahbiaziz5744,0,اقوى رابير في تونس بالرسمي ملك الراب التونسي يقول في كلام صحيح و قوي مش كيما لكراوك الي طلعو على ضهورات الصحاح و هوما ميجيوو شي bravo psyco m اقوى رابير 🤩❤❤❤   2019
Psyco M - Plume,@xsurge8922,1,fama amal fi ghodwa
Psyco M - Plume,@wolfmsk2063,0,november :&#39;)
Psyco M - Plume,@khallafallahhamza7102,0,بسيكو إم 👌🏼 فخامه
Psyco M - Plume,@alabenammar7939,0,Woww 💔💔👏👏👏👏👏👏👏
Psyco M - Plume,@malekhm9615,0,T9oli rap ? N9olleek psyco m 🔥
Psyco M - Plume,@malekhm9615,0,Awel marra nassem3eekk vraiment wow ❤️
Psyco M - Plume,@yoshemar5132,0,L&#39;instrument plz
Psyco M - Plume,@suissimahdi8638,5,16 نوفمبر 2019 شكون مازال يسمع فيه 😍❤️❤️❤️❤️❤️❤️
Psyco M - Plume,@nasrihedhli2000,0,فماش حاجة بعد الابداع <br>لا مفمااش<br>لااااا فمااا <br>بسيكو م بعدو 🙏❤❤❤😌
Psyco M - Plume,@Lovelybrunette,0,Best Rap song ever Really :)
Psyco M - Plume,@m.a.b.h2471,0,15 novembre
Psyco M - Plume,@yassinejelleli6043,1,15 نوفمبر 2019 🙏❤
Psyco M - Plume,@AhmedAhmed-ws4ug,3,شحال من عميق مزال كيتصنت ليه ف 2019
Psyco M - Plume,@noxshimazu6854,1,15 نوفمبر شكون مازال يسمع فيها !
Psyco M - Plume,@ghouibighassen9524,1,Hokoumou 3lih w tohma barcha ktiba 🤩🔥
Psyco M - Plume,@bilalmdh6018,0,المعنى أعمق من عمق الكلمات.
Psyco M - Plume,@geometrydash588,0,Ba9i 3andak jomhor 3chiri
Psyco M - Plume,@oumaimaelashehab9907,3,من المغرب بس بحب راب ديالك ♡♡
Psyco M - Plume,@lefislim2265,6,"Vous êtes toujours très sublime , le combat n&#39;est pas facile et vous qui choisi de continuer. Je vous souhaite le meilleur  . Slim"
Psyco M - Plume,@aziz_lamine7772,3,2019 novmber 13 choun mzel ysm3 fiha
Psyco M - Plume,@djouhainaben9725,1,U&#39;ve touched my soul
Psyco M - Plume,@abedhamdi4906,0,". . كارثة موش رابار، براڤو"
Psyco M - Plume,@hammoudaseifeddine5321,1,nvbr 2019 lourdeeee ya psycooo
Psyco M - Plume,@roofa216,0,⁦❤️⁩
Psyco M - Plume,@bilelbarhoumi5108,0,11 11 2019 شكون مزال يسمع فيها
Psyco M - Plume,@1kLSNG,3,2M vues inch&#39;Allah
Psyco M - Plume,@elmouhrali6125,0,شكون مزال يسمع
Psyco M - Plume,@rokoro9112,0,Wlh l7mi t9ach3er bravo ya psico wlh bravo👌👌❤️
Psyco M - Plume,@rokoro9112,0,Sa7a ya bro👌👌
Psyco M - Plume,@mohamedlalmi2824,3,بسيكو مزلت نسمعك حتى نموت 😱😢🌚
Psyco M - Plume,@oussamarival1597,2,08/11/2019 ??????????
Psyco M - Plume,@ghodhbenjasser6657,1,différent! ❤💣 <br>bonne continuation weld bledi 2020
Psyco M - Plume,@bkr2191,3,7 نوفمبر ..2019…  <br>💟💟💟😢
Psyco M - Plume,@user-jl2fb3nr3i,82,بعد لغناية هاذي.... اقسم بالله لي اقارن بسيكو ام   بأي ربار اخر<br><br>اعرف لي هو جاهل ولا تااافه
Psyco M - Plume,@bilalbouleghalegh1063,0,أجمل مغني راب بالنسبة لي خويا بسيكو أم تحيا ليك من الجزائر
Psyco M - Plume,@ismailmadanielbehi7093,1,انسان مريض بالابداع ♥️
Psyco M - Plume,@maroueneabbes3163,0,♥
Psyco M - Plume,@alamkd7497,3,4 November 2019 <br>Chkoun mazal yesma3ha ??
Psyco M - Plume,@mariemayadi1471,0,03/11/2019
Psyco M - Plume,@yahia_moimeme9962,0,03/11/2019 ♥
Psyco M - Plume,@gazifatnassi015,3,3 novembre 2019 chkoun mazel iesma3 fiha
Psyco M - Plume,@thereallife2557,0,Dimanche 3 novembre ♥️♥️
Psyco M - Plume,@mustafamajidi1110,0,راب من كوكب أخر تحياتي محمد الجندوبي
Psyco M - Plume,@gadoure-lhrizy992,0,1نوفبر شكون  مزال  يسمع  فيها ♥️
Psyco M - Plume,@meded3886,0,1 november 2019 ❤️❤️❤️❤️❤️
Psyco M - Plume,@light027ff7,1,اقوى ربار في تونس و يمكن في العرب كلمات موزونة بالميزان انا فان من اقدم فاناتك كل غناية تنسيك في اللي قبلها 😍😍😍💪
Psyco M - Plume,@skander4202,0,Gar7a
Psyco M - Plume,@ilyesouaz385,0,27/10/2019 <br>❤❤💪✋✌
Psyco M - Plume,@ayoub_yt2817,0,"26  ,  اكتوبر  شكون مزال يمسع فيها"
Psyco M - Plume,@noexit8334,0,nasma3 psyco m min 2009 min wa9t klacha parasyte dj costa.... bsara7a 3andou 9lam kese7 barcha pourtant b3isit maandich nasm3ou ama kol 3 ans nal9a rouhi nasm3 fili fetni min musctou lkol
Psyco M - Plume,@issammadi7693,0,&#39;5af Ken m&#39;en psyco m ybatel rap rap ou lmouzik fi tounes teketeb game over
Psyco M - Plume,@louayfts2121,0,2019 ? 🔥
Psyco M - Plume,@achrefhabibi1027,0,25 اكتوبر 2019🙂💔
Psyco M - Plume,@takibenyahya2659,0,26\10\2019
Psyco M - Plume,@farahtfiras348,1,25مارس2019✌️❤️❤️🙂
Psyco M - Plume,@benamarakhaled3086,0,تكيفت علاها زوز جوانات <br>Fort sa7bi
Psyco M - Plume,@m7k879,0,23 october 2019 🖤✌
Psyco M - Plume,@karimlabidi5853,0,"23/10/2019<br>🌹🌹🌹✔✅<a href=""https://www.youtube.com/watch?v=Li9PVsGp1wo"">00:00</a>💖💖💖💖🌹🌹"
Psyco M - Plume,@ghanmidalila683,0,A9wa trap fi tounes
Psyco M - Plume,@youssefbouzid4379,0,Lundi 21october chkon mazelt te3jbou
Psyco M - Plume,@MariaGarcia-xw7qv,0,Woow
Psyco M - Plume,@akariaziz8216,3,الفيلسوف ❤
Psyco M - Plume,@akariaziz8216,1,ما يتقارنش
Psyco M - Plume,@abdelatifziad8344,0,"لا اعلم اي سحر يكمن بهذه الاغنية سنتين وانا اسمعها بدون انقطاع 19_10_2019 تحية من <a href=""http://www.youtube.com/results?search_query=%23%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1"">#الجزائر</a> زياد عبد اللطيف ✌"
Psyco M - Plume,@minouislam9218,0,"Phénomène <a href=""http://www.youtube.com/results?search_query=%23fromalgeria"">#fromalgeria</a>"
Psyco M - Plume,@iskandermbarek7499,4,17 octobre 20019 chkoun yesme3 feha  💪💪👏👏
Psyco M - Plume,@TUNISIA-wl2mm,0,أقوى فنان في تونس وفي العالم العربي ... إنتي معلمك رديتو تلميذ وما يوصلك حتي فنان
Psyco M - Plume,@nizargherouel5313,0,Agwa rapeur fi 3alem el3arabi chapeau frero
Psyco M - Plume,@saddougilham9838,0,@Ahmeddafii
Psyco M - Plume,@eya956,0,❤❤❤
Psyco M - Plume,@sabrimansouri1091,0,برافففففووووووووووو fooorttttt
Psyco M - Plume,@ramseynouri9184,5,15 octobre 2019 ❤️❤️
Psyco M - Plume,@frixteam1697,3,اكتوبر 2019 ❤
Psyco M - Plume,@hakimbou9784,7,13 أكتوبر 2019 ❤🇩🇿
Psyco M - Plume,@YOUSSEFFF,767,"نشوف في حياتي تعدّات، قدام عيني و مشات<br>لبدن معادش يحس يتأثر حتى القلب مات<br>الوجه ولى شاحب كيما الوردة إلي شاحت<br>الوردة إلي قلعوها من عروقها بش ارتاحت<br>نكتب في كلام ظلام مغلف بالأوهام<br>لبدن تعب، لعروق شاحت طيحتها ليّام<br>الوقت ولّى رزين والدقايق كاينها سوايع<br>عقارب المنقالة تدور وانتي في وسطهم ضايع<br>حياتك كي السمفونية المعزوفة بلحن حزين<br>تعزفها وإنتي مخنوق حتى مالنفس تحسو رزين<br>تحب تعرف إنتي وين، إنتي في اللاّ مكان<br>إنتي ورقة خريف طاحت، لعب بيها الزمان<br>لي يغيض مش طريقك إلي مافيهوش رجوع<br>أكثر حاجة تغيظ كي تجي تبكي وما تلقاش دموع<br>تلقى البدن موجوع، ماعدش عندك صوت<br>الدنيا تولي بلا طعم كاينك تمثال منحوت<br>العينين تذبل وتطيح، ماعادش تعرف النوم<br>حتى كي تهزك عينك تتمنى ماعادش تقوم<br>تتمنى ماعادش تشوف، تصويرتك البلا ألوان<br>تتمنى قلبك ياقف خاطر يدق كان أحزان<br>تتمنى ماعادش تبان وتغرق في النسيان<br>تتمنى تفيق مألكذبة إلي سماوها الإنسان<br>كل ما تجي توصف إلي تحسو ما تلقاش كلام<br>كل جواب تلقاه يزيدك نقطة إستفهام<br>بلا إرتكاز في الفراغ تحس روحك تدور<br>تحس روحك نقطة بلا حرف ضايعة بين السطور<br>تحس السطور تتركب تمشي في نفس السياق<br>قبل ما تركب المعنى تتبخر في الآفاق<br>تحس أفكارك تهرب منك، مخك ولى شارد<br>الدم تجمد في عروقك وبدنك ولى بارد<br>ماعادش عندك إحساس لا بالمكان لا بالوقت<br>تحس روحك بلا صوت كاينك عمرك ما نطقت<br>تبدا تتبخر وتذوب حتى تولّي عدم<br>الحاجة الوحيدة إلي تحسها غادي هي الندم<br>تذوب كالسراب وتخرج من الوجود<br>تتبخر، وحد ما يحس بالي إنتي مفقود<br>ضايع في المجهول، حد ما حاسس بيك<br>حد ما يحسب معاك الليالي إلي تبكيك<br>تشوف حياتك قدامك تذبل وتذوب كالشمعة<br>الشعلة إلي فيها تضوي تطفى مع آخر دمعة<br>تولي ماعادش ذات، تولي ذكريات<br>تصاور فاها برشا وجيعه و شوية ضحكات<br>تصاور فيها برشا وجوه كانت قريبة ليك<br>بدات تتلاشى مع الريح، بدات تمشي وتخليك<br>تحس يديك رزينة، كي تجي تمدها في الظلام<br>تحب تشد الوجوه تلقاهم سراب وأوهام<br>كل شي يتلاشى قدامك كل شي معاد يبان<br>الوجوه إلي تلوج عليها ضاعت وسط الدخان<br>تحس روحك كي الرماد إلي خلفتو النار<br>الدنيا تهزك و تجيبك الريح تنفخ عالغبار<br>محصور بين الحيوط حتى مالإحساس يموت<br>كل شي ساكن وجامد كاينو مفماش صوت<br>وراق حياتك ذبلت، شاحت، ولات جامدة<br>تشوف في الدنيا تتحرك وإنتي كي الجثة الهامدة<br>تحس الوقت واقف العباد تجري وإنتي بركا ساكن<br>قلبك بش ينفجر تصيح وهوما يشوفوك ساكت<br>غاديكا تفهم إلي في الدنيا معاد عندك شي<br>ما فمش حاجة في الدنيا تخليك بش تقعد حي<br>ماعادش فما أمل في غدوا ماعادش طموح<br>القلب حزين ما يحلمش كيف يبدا مجروح<br>في اللحظة هاذيكا تغزر للمرايا<br>تشوف تصاور حياتك تتعدى كيما الرواية<br>تحب تكتب النهاية يتكسر في يدك القلم<br>كيما تكسرت أحلامك، ماتت ودفنت تحت الردم<br>وقتها ترجع في يدك ورقة و قلم<br>في عصر الجهل وإنتي تحاول بش تكتب حكم<br>تحاول تكتب كلمات ليست كالكلمات<br>تكتب تاكست معبي يلخص معنى الحياة<br>تحاول تكتب تاكست يلخص معنى البشر<br>معاني تحكي عالصراع بين الخير والشر<br>تولي مجهول في عصر الجهل كيف تكتب عبر<br>لعباد لي حكاتو في ألبوم تحكيه إنتي في سطر<br>سطر فلو بش يتفهم لازمو برشا تفكير<br>لازمو قلب يحس و مخ بش تلقالو تفسير<br>كل كلمة عندها معنى، كل معنى عندو معاني<br>وذن تبع و تفهم وذن تسمع وتعاني<br>رابك كيف البحر في وسطو السؤالات تعوم<br>لي يغرق في المعاني ما يفهمش يبدا يلوم<br>رابي لابس غاز ماسك خاطر كلامهم مسموم<br>لعباد تشوفك مجهول و كلامك ماهوش مفهوم<br>هذاكا علاش الكلها قالت ساي قلمو وفى<br>القلم مازال يكتب أما البوبليك إلي إنتهى<br>اليوم الراب مرض وقعد كان قلمك دوا<br>كان هكى يموت القلم خليه مالا يمشي فداء<br>خليه مالا يتدفن مع ألورقة في قبر<br>قلمي مر وكان نقعد تو نكتب ما أمر<br>تهمة متاعو كلام رزين حكموه بالإعدام"
Psyco M - Plume,@akariaziz8216,1,❤❤
Psyco M - Plume,@lowlife1292,0,ما معنى الطحين ؟
Psyco M - Plume,@tissoumadrid2964,0,12/10/2019
Psyco M - Plume,@bayremboussaidi640,0,zbr
Psyco M - Plume,@hamia3187,0,"11\10\2019 .. مازلناااا هنااااا <br><a href=""http://www.youtube.com/results?search_query=%23%D8%A7%D9%84%D9%82%D9%88%D8%A9"">#القوة</a>_فالمجال"
Psyco M - Plume,@youssefbouzid4379,1,11/10/2019
Psyco M - Plume,@gameandvine3046,1,وجيعة حق ❤❤
Psyco M - Plume,@MMHON-qr3rr,91,11 أكتوبر 2019 شكون مزال يسمع فيها 💎
Psyco M - Plume,@YOUSSEFFF,1,11 October 🌹🌹🌹❤️❤️❤️
Psyco M - Plume,@alaeddineaounallah8312,1,هته الاغنية لا تموت ولن تموت ابدا سيروم ❤❤❤❤
Psyco M - Plume,@nowyouseesb2213,1,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ maroc ✌🏻⚘
Psyco M - Plume,@tarektoualbia3935,0,بسيكو و المعاني السوداء و البيبليك ربي يجيبلو الشفاء
Psyco M - Plume,@tarektoualbia3935,0,بسيكو و المعاني السوداء و البيبليك ربي يجيبلو الشفاء
Psyco M - Plume,@metohier1012,0,( قلبي يبكي دم في بلاد كيما لقبر بين الضلوع يتعصر) . يا رب راني فديت ارحمني و ارحم كل من يحمل رسالة. واصل محمد خويا
Psyco M - Plume,@tajeddien4210,0,مجلد الراب انت هو غلافه
Psyco M - Plume,@benzmohame5576,0,سماحني ربي كرهت عبادك صحبتهم ماترباحش ❤❤
Psyco M - Plume,@anisrakititsh3407,0,معلم psyco m غناية طيارة برشا
Psyco M - Plume,@khalilgtari1750,1,Octobre 2019 !
Psyco M - Plume,@msdreaction1968,1,4 أكتوبر  2019اليوم العالمي للحيوان
Psyco M - Plume,@tounsib1360,0,"<a href=""https://www.youtube.com/watch?v=Li9PVsGp1wo&amp;t=215"">03:35</a> 02.10.2019."
Psyco M - Plume,@ozislife8527,0,best song ever
Psyco M - Plume,@chouchenerabii1135,6,29 سبتمبر 2019 شكون مزال يسمعها !!!
Psyco M - Plume,@haithamaouina5036,0,28/09/2019 &lt;3
Psyco M - Plume,@youtubyoutub6756,30,27 septembre 2019 chkoun mazell yasma3 fe7a 😉😉😉
Psyco M - Plume,@nawfelsekrafi,5,27 سبتمبر 2019 موجودين مازلتو؟؟
Psyco M - Plume,@walidhafi7208,1,جديدك يا بسيكو قص علينا نفس 💔💔
Psyco M - Plume,@cherifmouawia722,0,Raw3a
Psyco M - Plume,@maknine5213,0,Bravo même pas un remerciement pour mes notes gurattuimemt pour une version la bette noire lotfi double face hahhhh hahhhh hahhhh
Psyco M - Plume,@tunisianfood1209,0,L&#39;instrument ❤
Psyco M - Plume,@frixteam1697,1,سبتمبر 2019
Psyco M - Plume,@Yazzy28,2,21 septembre 2019
Psyco M - Plume,@mohamedalialoui4204,37,توانسة ملوك الراب 🖤🙏
Psyco M - Plume,@user-ur8kc5bz7q,7,من مغرب الدار البيضاء اسمعها كا يحكي علي قصة حياتي ❤️😓💎💎
Psyco M - Plume,@douzatimodouza4687,0,رانا نسمعوا فيك لقديم تاعك خير من جديد تاعهم مزال ملحقوش المستوى تاعك
Psyco M - Plume,@hsdanslesbacs852,0,🌍
Psyco M - Plume,@abdelhanigamouh8087,1,19 جويلية 2019شكون مزال يسمع فيها 🇩🇿🇩🇿
Psyco M - Plume,@abdelhanigamouh8087,2,19 جويلية 2019شكون مزال يسمع فيها 🇩🇿🇩🇿
Psyco M - Plume,@sabrimansouri1091,0,بسيكو انت ظاهرة في الراب والاخلاق الحسنة
Psyco M - Plume,@ahmedsaadaoui3590,1,"walah a9wa rappeur rabbi y3inek a sa7bi,kolna wrak rjel b sa7"
Psyco M - Plume,@ta3limkom,1,"16سبتمبر و لا تزال كلماتك تغوص الى اعماق قلبي وفكري لتحرك الكثير من الافكار والمشاعر ،،،،،،،،،،،،،،،،،، قوة الاسلوب والاداء ..بسيكو الوحش"
Psyco M - Plume,@jouini1,0,انت وين كنت ...<br>بصدق شي لايصدق انت الراب<br>كلامك لمسني جدا كأنك قاصدني
Psyco M - Plume,@thx4pentayt125,0,Rap king psyco M
Psyco M - Plume,@user-tc5yd4kk9y,7,13/09/2019 💔💗👌👑 طرشق جام 👌👌
Psyco M - Plume,@minoualgerinou1862,0,احسن رابور zed k psiko m lotfi DK دير اغنية معا zed k تخرج ناجحا برشا
Psyco M - Plume,@marwenbenyezza9604,0,Bravo klam ydawe5
Psyco M - Plume,@habibbennaceurmejdi8199,1,8bert arj3elna
Psyco M - Plume,@zguemasma9280,0,you must never give up &lt;3
Psyco M - Plume,@mazer_1209,1,10septembre chkoun mazel yesma3🖤🖤
Psyco M - Plume,@mahmoudamr3319,1,Berasmi 3alem ekher 2019 ❤❤ wlh hram 169 k  abonnes. mala bled cha3ba jabri
Psyco M - Plume,@abudajelali3858,2,👍🏻👍🏻👍🏻قوية هلبا هلبا
Psyco M - Plume,@nadjibgalou2842,0,10.09.2019 a 02 de mat
Psyco M - Plume,@guzeloumnia167,1,شكون جا من عند الستوري تاع دوبل كانو ❤
Psyco M - Plume,@HeNyBnHamed,17,"حياتك كي السمفونية المعزوفة بلحن حزين <br><br>تعزفها وإنتي مخنوق حتى مالنفس تحسو رزين تحب تعرف إنتي وين، إنتي في اللاّ مكان إنتي ورقة خريف طاحت، لعب بيها الزمان لي يغيض مش طريقك إلي مافيهوش رجوع أكثر حاجة تغيظ كي تجي تبكي وما تلقاش دموع تلقى البدن موجوع، ماعدش عندك صوت الدنيا تولي بلا طعم كاينك تمثال منحوت العينين تذبل وتطيح، ماعادش تعرف النوم حتى كي تهزك عينك تتمنى ماعادش تقوم تتمنى ماعادش تشوف، تصويرتك البلا ألوان <br><br>تتمنى قلبك ياقف خاطر يدق كان أحزان <br><br>تتمنى ماعادش تبان وتغرق في النسيان تتمنى تفيق مألكذبة إلي سماوها الإنسان"
Psyco M - Plume,@NO-PAIN-NO-GAIN703,0,09-09-2k19
Psyco M - Plume,@moutiahtira4993,6,8 septembre 2019 chkoun mazelt yasma3 fiha
Psyco M - Plume,@KoukiGcs,0,RESPECT &lt;3
Psyco M - Plume,@rayenstiti3209,0,Septembre 2019
Psyco M - Plume,@makcharni3275,0,madhloum psyco het echkoun yefehmik kiylemou igneyethom elkol me iyjiwich irbo3 titre .bonne continuation w rabbi iywaf9ik w sache le on a besoin  de tes chansons
Psyco M - Plume,@nadertrabelsi2757,1,5 septembre 2019 <br>Très fort 💪
Psyco M - Plume,@zrellimohamed6584,0,4 mars chkun mzl itb3 fl god rap
Psyco M - Plume,@rymabenkhlifa6825,1,3 septembre 2019 😍😍💪💪👏
Psyco M - Plume,@oumibk6218,0,02/09/2019✌
Psyco M - Plume,@user-zt9oq8pk1c,1,كمل غني خويا راك اسطورا . نيكم ال vu و نيكم لفلوس
Psyco M - Plume,@user-vb4sb5dx8x,2,5:08am ..
Psyco M - Plume,@shaahineebo4252,1,31 مارس شكون مزال يسمع فيها ؟ ❤
Psyco M - Plume,@othmaneghadofi2440,0,30/08/2019 <br>الريح تنفخ على الغبار
Psyco M - Plume,@lazzezmohamed4309,0,Mazelt n7en <br>29/08/2019
Psyco M - Plume,@issamelguezar1349,1,29 AOUT 2019
Psyco M - Plume,@souiahmaamar8722,1,29 août 2019
Psyco M - Plume,@jdirayoness6570,0,Bsikm l3az man marokan janob sahra sahrawa hargawa kaydarbo bajnawa
Psyco M - Plume,@mahmouddziri7088,9,تعرف ف كلمة 💔<br>الله يسامحك راك دمرتنا ❤❤
Psyco M - Plume,@ferhatabdallah1266,2,24-07-2019<br>شكون مازال يسمع فيها 🇩🇿🇩🇿🇩🇿💪
Psyco M - Plume,@fadiatallah942,0,24 aout... Psyco m rak m3allem sa7bi... Inti le premier
Psyco M - Plume,@marwendhaouadi5017,0,مفماش حد في الدنيا نتوجع وقت يخليني 💔
Psyco M - Plume,@dz0231,3,P🇩🇿L🇹🇳U🇲🇦M e
Psyco M - Plume,@nfaidhlotfi9494,4,23 أوت شكون مازال يسمع ❤💪 <br>Psycomontiste 💔
Psyco M - Plume,@PUZZELarbic,0,أ وت  2019/22 شكون  مزال يسمع فيها
Psyco M - Plume,@azizyt7371,0,22  اوت شكون مزال يسمع فيها
Psyco M - Plume,@issameddinehamri7981,0,M3alem
Psyco M - Plume,@amal-kq7bs,0,يا اخي وواااااصل ارجووك
Psyco M - Plume,@amal-kq7bs,1,"بسيكو ام مظلوم في عدد المتابعين 😢😢😢😢 ، هذا هو الراب الحقيقي الي يعالج قضايا الناس  ، انت فنان النخبة و النخبة قليلة في هذا العالم"
Psyco M - Plume,@mrzakoo4578,1,اغنية صالحة لعام 2050
Psyco M - Plume,@proxyryo716,0,18/08/2019
Psyco M - Plume,@hindouda8950,1,تحب تكتب النهاية يتكسر في يدك القلم كيما تكسرت احلامك و ماتت و الدفنت تحت ردم
Psyco M - Plume,@boussifsouss4831,1,✍💪👏🇲🇦
Psyco M - Plume,@mehdichibi1968,3,20 اوت 2019 شكون مزال يستمتع بها
Psyco M - Plume,@elena9865,1,So deep 🔥🔥🔥👌🖤
Psyco M - Plume,@skanlazghab2877,2,le 16 aout 2019 mazlt mn a9waaa ghoneyat rap fi tunis &lt;3 &lt;3 &lt;3
Psyco M - Plume,@MohammedMohammed-jv9oh,1,كلامك رائع واصل
Psyco M - Plume,@AyoubAyoub-ux1rk,0,اكثر واحد رجلة في تونس ليزززززززووووووم خو
Psyco M - Plume,@noahhb3215,2,ماهوش معروف...اما سيد الrap..ملقيت منقلك والله ...
Psyco M - Plume,@farhatyt6430,0,13اوت و نسمع فاها كلامك كل معاني و عبر<br>اول ما هبطت سمعتها أكثر من 100مرة<br>كل من  نسمعها لحم يقشعر<br>وله مبعدك انت و رادي راب ميت
Psyco M - Plume,@rezguimeddhia2613,0,12auôt chkun mezel yasma3 ❣️🔥❣️
Psyco M - Plume,@faridfaycel9791,1,Echkoun kifi ysma3 fiha nhar el 3id  11/08/2019 💔💔💔💔💔❤👍💪💪
Psyco M - Plume,@wardafelhi9304,0,❤
Psyco M - Plume,@AmalBenHamaied,0,❤️❤️❤️❤️❤️
Psyco M - Plume,@user-hj3lv2pn7q,0,❤
Psyco M - Plume,@mohamedmenjli5781,0,"<a href=""https://www.youtube.com/watch?v=Li9PVsGp1wo&amp;t=37"">00:37</a>  7/8/2019 🔌📟💿🔊🎛"
Psyco M - Plume,@mahersdiraweldcurvanord4315,0,أسطورة 😈
Psyco M - Plume,@ahmedabeid3839,2,4 août <br>اشكون مزال يسمعه فيها
Psyco M - Plume,@soufyanekassous8290,0,شكرا دكتور 💓💓💓
Psyco M - Plume,@r4yen904,1,1 août 2019 chkoun Mazel yasm3?
Psyco M - Plume,@ayoubchb5781,0,Takrib ena wahdi amlelha 1M views hahaha❤❤❤❤❤
Psyco M - Plume,@user-ff6ry3es3q,0,9 جويلية 2019  شكون  مازال  يسمع  فيها 💣💣💞
Psyco M - Plume,@ajimibech9896,0,30 جويلية 2019 شكون مازل موجود؟؟
Psyco M - Plume,@youssef-ot1zi,0,30يوليوز 2019 شكون باقي يسمعها
Psyco M - Plume,@mohamedbouhouch6325,0,❤❤❤❤❤🔥🔥🔥🔥🔥
Psyco M - Plume,@omarguizani3338,0,29/07/2019
Psyco M - Plume,@boussahmainmehdi6803,0,تحياتي ليك من المغرب .
Psyco M - Plume,@boussahmainmehdi6803,0,"الوردة اللي قلعوها من عروقها باش  ارتاحت ،بسيكو إم  السهم المسموم ،راپور لا يقارن ."
Psyco M - Plume,@bilelsalhi6857,0,27/7/2019 <br>شكون مزال يسمع فيها
Psyco M - Plume,@youcef_bensad,6,ارى فيك نفسي 😔نفس النبض نفس المرض نفس القلم نفس الالم حرب مابين العقل والقلب قطيعة من الطرفين كم رائع هذا الشيء راب الظلام 😥راب من الهيمغلوبين ماهدا يابسيكوا مرض بدون دواء انك تحس نفسك الداء ولم تجد لنفسك مهدأ غير القلم والورقة
Psyco M - Plume,@anasghdhbeni,0,plume <br>ريشة رسمت بيها الي يدور في مخي بالرسمي ملي هبطتها يا حمة و انا نسمع فيها للتوة
Psyco M - Plume,@aminebenchrouda6636,1,24 juillet chkoun mezel yesma3 feha 🔥🔥🔥🔥<br>Psyco _M number one 🔥❤🔝
Psyco M - Plume,@aymenghiloufi6827,0,إبداع
Psyco M - Plume,@hichembenmakhlouf1375,0,نحشم كيف نسمع تيتر كيما هذا بلاش فلوس
Psyco M - Plume,@raoufdoum4116,3,21 juillet 2019 شكون مازال يسمع فيها
Psyco M - Plume,@ANIS-fy1vi,1,"Wlh hal ensen moch 3adi bel7a9 !!! ♥️♥️♥️♥️ <a href=""http://www.youtube.com/results?search_query=%23rap"">#rap</a> badl esmo wala <a href=""http://www.youtube.com/results?search_query=%23psyco"">#psyco</a> m"
Psyco M - Plume,@riadh-omri,2,20 جويلية 2019 شكون مازال يسمع فيها ❤❤
